Répondant;Trois premiers mots;Liberté;Plaisir / bonheur / heureux / enfin;Balade / promenade / gaz / rouler / moto;Sécurité / danger;Social / amis / famille / enfant;Trois premiers mots;;;Quels ont été, pour vous, les inconvénients du confinement ?;Aucun;Liberté / contrainte / bloqué / isolement / bouger / mobilité / moto / sortir / déplacement / enfermement;Financier / Argent / Revenu;Social / ami / famille;Inconvénients;;;Quels ont été, pour vous, les avantages du confinement ?;Aucun;Circulation;Temps / Libre / repos / calme / stress;Pollution / nature;Epidémie / virus / contamination;Economie / carburant / coût;Avantages;
103256994;liberté virée copains;liberté virée copains;;;;liberté virée copains;;;;privation de liberté;;privation de liberté;;;;;;mise en securité eu egard au virus;;;;;mise en securité eu egard au virus;;;
103257903;Enfin Chouette Où aller ?;;Enfin Chouette Où aller ?;;;;;;;Défaut de relations familiales.;;;;Défaut de relations familiales.;;;;Sanitaire, retour au calme et de la mature.;;;Sanitaire, retour au calme et de la mature.;;;;;
103258716;Balade Famille Potes;;;Balade Famille Potes;;Balade Famille Potes;;;;Magasins fermés ou pris d'assaut avec files d'attente.;;;;;;;;Eviter les trajets pour aller au travail, et pas de bouchons lorsque le télétravail n'était pas possible.;;;;;;;;
103258373;liberté respirer rouler;liberté respirer rouler;;liberté respirer rouler;;;;;;La restriction des déplacements;;La restriction des déplacements;;;;;;Le calme et le silence;;;Le calme et le silence;;;;;
103256072;on ne peut plus rouler circulation galère avec voie vélo enfin ! mais dans quelle condition;;on ne peut plus rouler circulation galère avec voie vélo enfin ! mais dans quelle condition;on ne peut plus rouler circulation galère avec voie vélo enfin ! mais dans quelle condition;;;;;;ne plus rouler plus de restaurants ne pas pouvoir voir familles et amis;;;;ne plus rouler plus de restaurants ne pas pouvoir voir familles et amis;;;;silence dans la rue plus de sport en intérieur plus de contacte téléphonique pour les proches;;;;;;;;
103259039;plaisir copain arsouille;;plaisir copain arsouille;;;plaisir copain arsouille;;;;l'infantilisation en nous fliquant en permanence;;;;;;;;ne plus courir après le temps;;;ne plus courir après le temps;;;;;
103260332;Ballade Plaisir Soulagement;;Ballade Plaisir Soulagement;Ballade Plaisir Soulagement;;;;;;Les restrictions de liberté de déplacement;;Les restrictions de liberté de déplacement;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103264369;Enfin Plaisir Liberté;Enfin Plaisir Liberté;Enfin Plaisir Liberté;;;;;;;La solitude.;;;;;;;;Vraiment pas grand chose de positif pour moi qui suis célibataire et sportif que d’être confiné seul.;;;;;;;;
103264836;Enfin Danger Prudence;;Enfin Danger Prudence;;Enfin Danger Prudence;;;;;Impression d'inutilité.;;;;;;;;Passer plus de temps en famille;;;Passer plus de temps en famille;;;;;
103214393;sortie copains essence;;;;;sortie copains essence;;;;plus de déplacement;;plus de déplacement;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103264291;Plaisir Liberté Balade;Plaisir Liberté Balade;Plaisir Liberté Balade;Plaisir Liberté Balade;;;;;;Rien à  part l'ouverture tardive des magasins de bricolage en drive;;;;;;;;Repos, travaux de bricolage tant de fois repoussé et sport;;;Repos, travaux de bricolage tant de fois repoussé et sport;;;;;
103266604;gaz trajectoire moustic;;;gaz trajectoire moustic;;;;;;perte de liberté;;perte de liberté;;;;;;passer du temps en famille;;;passer du temps en famille;;;;;
103267261;déplacement petites courses (achat alimentaire) liberté;déplacement petites courses (achat alimentaire) liberté;;;;;;;;supporter ses voisins, attestation pour chercher du pain !;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103268790;balade amis montagne;;;balade amis montagne;;balade amis montagne;;;;Manque de contact humain, manque de sorties au restaurant, manque de balades en moto;;Manque de contact humain, manque de sorties au restaurant, manque de balades en moto;;;;;;Moins de déplacement donc un peu de repos. Plus de marche et donc découverte des sentiers de mon village.;;;Moins de déplacement donc un peu de repos. Plus de marche et donc découverte des sentiers de mon village.;;;;;
103269921;gaz libre rouler;;;gaz libre rouler;;;;;;Pas pu voir mes potes;;;;;;;;Plus de temps pour mon jardin;;;Plus de temps pour mon jardin;;;;;
103187064;Balade  ;;;Balade  ;;;;;;Bruit. Foule.;;;;;;;;Calme. Silence. Moins de monde partout.;;;Calme. Silence. Moins de monde partout.;;;;;
103270251;Balade rencontres liberté;Balade rencontres liberté;;Balade rencontres liberté;;;;;;Le Confinement;;;;;;;;Barrière à la Propagation du virus;;;;;Barrière à la Propagation du virus;;;
103274323;liberté plaisir convivialité;liberté plaisir convivialité;liberté plaisir convivialité;;;;;;;perte financière et de temps;;;perte financière et de temps;;;;;Aucun avantage;Aucun avantage;;;;;;;
103275346;reprise prudence bonheur;;reprise prudence bonheur;;;;;;;L'impossibilité de faire des vraies randonnées ou sorties;;;;;;;;Prendre le temps de penser à moi et mes proches;;;Prendre le temps de penser à moi et mes proches;;;;;
103224914;rouler copains ballades;;;rouler copains ballades;;rouler copains ballades;;;;la privation des libertés;;la privation des libertés;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103277962;balade liberté convivialité;balade liberté convivialité;;balade liberté convivialité;;;;;;absence de vie sociale, exercices sportifs limités, plus de balade moto;;absence de vie sociale, exercices sportifs limités, plus de balade moto;;absence de vie sociale, exercices sportifs limités, plus de balade moto;;;;plus de temps, moins de stress;;;plus de temps, moins de stress;;;;;
103281199;Sortir Moto Wheeling;;;Sortir Moto Wheeling;;;;;;Pad'inconvenient;;;;;;;;Temps pour soi, pour les enfants;;;Temps pour soi, pour les enfants;;;;;
103282006;balade  ;;;balade  ;;;;;;le télétravail, l'isolement;;le télétravail, l'isolement;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103282264;enfin ballade amis;;enfin ballade amis;enfin ballade amis;;enfin ballade amis;;;;lié à la moto? ou en général? Moins de ballades moto;;lié à la moto? ou en général? Moins de ballades moto;;;;;;Moins de km pro, économie de ma moto;;;;;;Moins de km pro, économie de ma moto;;
103282526;virée copains carburant;;;;;virée copains carburant;;;;privation de liberté;;privation de liberté;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103282679;enfin plaisir réparations;;enfin plaisir réparations;;;;;;;moins de facilité pour sortir de chez soi;;moins de facilité pour sortir de chez soi;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103282652;balades moto soleil;;;balades moto soleil;;;;;;Perte des relations sociales;;;;Perte des relations sociales;;;;Avoir du temps pour soi;;;Avoir du temps pour soi;;;;;
103283213;rouler rouler rouler;;;rouler rouler rouler;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103283976;Balade amis liberté enfin;Balade amis liberté enfin;Balade amis liberté enfin;Balade amis liberté enfin;;Balade amis liberté enfin;;;;La privation de liberté;;La privation de liberté;;;;;;Moins d'incivisme et de pollution en tout genre revenir à l'essentiel;;;;Moins d'incivisme et de pollution en tout genre revenir à l'essentiel;;;;
103284516;Liberté Balade Plaosir;Liberté Balade Plaosir;;Liberté Balade Plaosir;;;;;;Absence de rencontres avec famille, amis...interdiction aller se balader;;;;Absence de rencontres avec famille, amis...interdiction aller se balader;;;;Temps a la maison au calme;;;Temps a la maison au calme;;;;;
103284700;rouler balade 100 km;;;rouler balade 100 km;;;;;;Pas de possibilité de voir ses proches et de se balader;;;;;;;;La nature se porte mieux sans l'homme;;;;La nature se porte mieux sans l'homme;;;;
103285252;Comme d hab Circuit A bloc;;;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Prendre le temps;;;Prendre le temps;;;;;
103286408;Liberté Détente Bonheur;Liberté Détente Bonheur;Liberté Détente Bonheur;;;;;;;Un peu de stress. Mais notre grand jardin dans la colline provençale va bien facilité la vie;;;;;;;;Mettre en evudence le côté futile de bien desbchoded;;;;;;;;
103286659;Plaisir Liberté Passion;Plaisir Liberté Passion;Plaisir Liberté Passion;;;;;;;Manque de liberté;;Manque de liberté;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103285682;enfin ! en douceur étonnat sentiment de retrouver;;enfin ! en douceur étonnat sentiment de retrouver;;;;;;;"la sensation d'une ""catastrophe nucléaire"" personne dans les rues et le rationnement des déplacements";;"la sensation d'une ""catastrophe nucléaire"" personne dans les rues et le rationnement des déplacements";;;;;;Un peu plus de slow life L'augmentation de la quantité de chants d'oiseaux;;;;;;;;
103287406;securité sanitaire pratique rapide;;;;;;;;;Pas de sorties moto  Pas de sorties photo;;Pas de sorties moto  Pas de sorties photo;;;;;;Prise de recul  A jour dans le bricolage  Entretien des motos effectués  Moins de bruits environnants;;;;;;;;
103288018;Plaisir Liberte Serenite;Plaisir Liberte Serenite;Plaisir Liberte Serenite;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103288601;Prudence (autres) Plaisir retrouvé Dégommage;;Prudence (autres) Plaisir retrouvé Dégommage;;;;;;;Être loin de ma femme et des enfants.;;;;;;;;Du temps pour s'occuper, enfin, de sa maison.;;;Du temps pour s'occuper, enfin, de sa maison.;;;;;
103293753;rouler travailler revenu;;;rouler travailler revenu;;;;;;Ne pas travailler.;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103237758;liberté peur inconnu;liberté peur inconnu;;;;;;;;Impossibilité d'achat dans les surfaces de bricolage;;;;;;;;rapprochement familial, plus de temps libre pour s'occuper de la maison;;;rapprochement familial, plus de temps libre pour s'occuper de la maison;;;;;
103296516;liberté soleil route;liberté soleil route;;;;;;;;plus de contact physique, désorganisation du travail;;;;;;;;le silence extérieur, le retour au calme;;;le silence extérieur, le retour au calme;;;;;
103296477;balade liberté moto;balade liberté moto;;balade liberté moto;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;temps libre;;;temps libre;;;;;
103296850;travail danger inconfort;;;;travail danger inconfort;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103298450;ENFIN  ;;ENFIN  ;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103301990;gonflage des pneus vérification charge batterie reprise cool pour reprise en main...;;;;;;;;;le contact humain;;;;;;;;la tranquillité, le retour de la nature, le contact téléphonique avec les amis avec qui nous avons jamais le temps de contacter, le temps de réflexion, le choix d'une nouvelle bécane, des voyages.....;;;la tranquillité, le retour de la nature, le contact téléphonique avec les amis avec qui nous avons jamais le temps de contacter, le temps de réflexion, le choix d'une nouvelle bécane, des voyages.....;la tranquillité, le retour de la nature, le contact téléphonique avec les amis avec qui nous avons jamais le temps de contacter, le temps de réflexion, le choix d'une nouvelle bécane, des voyages.....;;;;
103304497;faire réviser la machine sorties avec le motoclub sorties avec le motoclub;;;faire réviser la machine sorties avec le motoclub sorties avec le motoclub;;;;;;Rencontres en présentiel avec famille et amis;;;;Rencontres en présentiel avec famille et amis;;;;Limiter le risque sanitaire;;;;;;;;
103305766;roulage potos liberté;roulage potos liberté;;;;;;;;libertés restreintes;;libertés restreintes;;;;;;gestion du temps facilitée;;;gestion du temps facilitée;;;;;
103306768;Balade Révision Liberté;Balade Révision Liberté;;Balade Révision Liberté;;;;;;Ralentissements économiques majeurs du pays. relation avec famille éloignée + compliquée.;;;;Ralentissements économiques majeurs du pays. relation avec famille éloignée + compliquée.;;;;Ralentissement de la pandémie. Meilleurs circulations. Moins de pollutions.;;Ralentissement de la pandémie. Meilleurs circulations. Moins de pollutions.;;Ralentissement de la pandémie. Meilleurs circulations. Moins de pollutions.;;;;
103311286;liberté balades amis;liberté balades amis;;liberté balades amis;;liberté balades amis;;;;La privation de liberté! autorisation pour sortir, périmètre restreint etc..;;La privation de liberté! autorisation pour sortir, périmètre restreint etc..;;;;;;Finalement le confinement m'a permis de bricoler beaucoup plus ,et de terminer de nombreux chantiers entamés! De plus je trouve que j'étais beaucoup plus calme,et la nature reprenais un peu ses droits.;;;Finalement le confinement m'a permis de bricoler beaucoup plus ,et de terminer de nombreux chantiers entamés! De plus je trouve que j'étais beaucoup plus calme,et la nature reprenais un peu ses droits.;Finalement le confinement m'a permis de bricoler beaucoup plus ,et de terminer de nombreux chantiers entamés! De plus je trouve que j'étais beaucoup plus calme,et la nature reprenais un peu ses droits.;;;;
103311990;Prix de l’essence Attention Nouveaux dangers;;;;Prix de l’essence Attention Nouveaux dangers;;;;;Liens avec les amis et la famille  Restrictions de déplacement  Gavage médiatique  Pénurie de denrées alimentaires due à la bêtise humaine;;Liens avec les amis et la famille  Restrictions de déplacement  Gavage médiatique  Pénurie de denrées alimentaires due à la bêtise humaine;;Liens avec les amis et la famille  Restrictions de déplacement  Gavage médiatique  Pénurie de denrées alimentaires due à la bêtise humaine;;;;Aucun  impératif  Horaire  S’occuper de mes enfants 24/24 Jardiner  Ne plus être confronté à la population;Aucun  impératif  Horaire  S’occuper de mes enfants 24/24 Jardiner  Ne plus être confronté à la population;;;;;;;
103313267;ballades duo découverte;;;ballades duo découverte;;;;;;peur de decharger ma batterie difficile a brancher sur ma moto;;peur de decharger ma batterie difficile a brancher sur ma moto;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103207632;ballade air frais liberté;ballade air frais liberté;;ballade air frais liberté;;;;;;Beaucoup de commerce fermés et beaucoup de temps passé à faire la queue.;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103315011;ballade liberté évasion;ballade liberté évasion;;ballade liberté évasion;;;;;;Absence de lien familial et amical;;;;Absence de lien familial et amical;;;;Aucun avantage;Aucun avantage;;;;;;;
103316267;Balade Profiter Liberté;Balade Profiter Liberté;;Balade Profiter Liberté;;;;;;Ne pas voir ma concubine;;;;;;;;Chomage partiel à la campagne : travaux dans la maison, repos, profiter en famille;;;Chomage partiel à la campagne : travaux dans la maison, repos, profiter en famille;;;;;
103317082;moto préparation moto ballades;;;moto préparation moto ballades;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103317039;prudence plaisir responsable;;prudence plaisir responsable;;;;;;;inconvénients liés à l'impossibilité d'activités sportives en extérieur, ainsi que pratique du deux roues motorisé,  mais aussi absences sorties culturelles .;;inconvénients liés à l'impossibilité d'activités sportives en extérieur, ainsi que pratique du deux roues motorisé,  mais aussi absences sorties culturelles .;;;;;;temps de lire et de se ressourcer;;;temps de lire et de se ressourcer;;;;;
103318247;perte d'habitude voitures pas attentives danger;;;;perte d'habitude voitures pas attentives danger;;;;;Mélange total vie perso / vie pro. Avec tous les débordements possibles.;;;;;;;;Plus du tout de de temps de trajet;;;Plus du tout de de temps de trajet;;;;;
