Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre denfants à charge;Département dhabitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence dutilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Appellation du 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple avec enfant(s);Homme;3;3;1;18;50-59 ans;2006;AMV (ASSURANCE MOTO VERTE);1200;Quelques fois par mois;6000;R1200ST ABS;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;commerçant;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;1;2;0;13;30-39 ans;1996;MUTUELLE DES MOTARDS;850;Quelques fois par mois;5000;TRX;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Enseignant;Cadre;False
En couple avec enfant(s);Homme;4;1;2;29;60-69 ans;2017;PACIFICA (CREDIT AGRICOLE);1200;Quelques fois par semaine;15000;TIGER EXPLORER XCA;TRIUMPH;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;;employe de banque;Retraité;False
En couple avec enfant(s);Femme;4;2;2;69;50-59 ans;2007;CAISSE DEPARGNE;600;Tous les jours;80000;"FZ6 ""S2""";YAMAHA;Roadster;Parking privé non clos;Pour les trajets domicile travail;;Assistante;Employé;False
En couple avec enfant(s);Homme;3;1;1;92;40-49 ans;2013;MAAF;800;Tous les jours;6000;FZ8-S FAZER ABS;YAMAHA;Roadster;Garage collectif;Pour les trajets domicile travail;;Directeur de projet;Cadre;False
Seul(e) sans enfant;Homme;1;1;0;80;30-39 ans;1986;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;5000;VFR-F;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;100;technicien PL;Employé;False
En couple sans enfant;Homme;2;5;0;26;60-69 ans;2011;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;10000;CBF 1000FA;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;Technicien;Retraité;False
En couple sans enfant;Homme;2;4;0;71;50-59 ans;2018;MACIF;1000;Quelques fois par semaine;9000;AFRICA-TWIN ADVENTURE SPORTS;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;500;magasinier responsable dagence;Employé;False
En couple avec enfant(s);Homme;4;2;2;38;50-59 ans;2000;MACIF;1300;Quelques fois par mois;6000;XJR BLACK SERIE;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;400;ingenieur;Cadre;False
Seul(e) sans enfant;Homme;1;2;0;28;30-39 ans;2008;MUTUELLE DES MOTARDS;675;Tous les jours;11000;DAYTONA;TRIUMPH;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Peintre en bâtiment;Ouvrier;False
Seul(e) avec enfants;Homme;3;4;2;26;50-59 ans;2003;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;1000;MULTISTRADA DS;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;magasinier vendeur;Cadre;False
En couple avec enfant(s);Homme;3;1;1;84;50-59 ans;2016;MUTUELLE DES MOTARDS;650;Tous les jours;5000;V-STROM ABS;SUZUKI;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;conducteur routier;Ouvrier;False
En couple avec enfant(s);Homme;4;2;2;91;50-59 ans;2015;AXA;1000;Quelques fois par mois;7500;GSX-SFA ABS;SUZUKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;ingenieur chercheur;Cadre;False
En couple sans enfant;Homme;2;6;0;26;30-39 ans;1977;MUTUELLE DES MOTARDS;650;Quelques fois par mois;5000;Z650B;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Comptable;Employé;False
En couple avec enfant(s);Homme;4;1;2;75;50-59 ans;2007;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;998;BREVA TOURING;MOTO GUZZI;Scooter;Garage collectif;Pour les trajets domicile travail;200;chef de projet;Cadre;True
Seul(e) avec enfants;Femme;3;3;2;85;50-59 ans;2000;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;7000;GSX INAZUMA;SUZUKI;Roadster;Parking privé clos;Pour les loisirs;500;aide medico psychologique;Employé;False
En couple avec enfant(s);Homme;4;2;2;33;40-49 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;15000;R1200GS ABS EXCLUSIVE;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;500;gazier;Employé;False
En couple avec enfant(s);Homme;5;1;3;63;50-59 ans;2001;MAAF;1000;Quelques fois par semaine;6000;FZS FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Responsable maintenance;Cadre;False
En couple sans enfant;Homme;2;2;0;34;50-59 ans;2003;GMF;1000;Quelques fois par mois;10000;FZS FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;charge de com;Cadre;False
Seul(e) sans enfant;Homme;1;4;0;17;60-69 ans;1978;MACIF;1000;Quelques fois par an;500;R100RT;BMW;Routière / GT;Parking privé non clos;Pour les loisirs;500;Journaliste;Retraité;False
En couple sans enfant;Homme;2;4;0;34;60-69 ans;1962;MAIF;50;Quelques fois par an;10;1400;VELOSOLEX;Roadster;Parking privé clos;Pour les loisirs;500;enseignant;Cadre;False
Seul(e) sans enfant;Homme;1;1;0;62;30-39 ans;2001;MUTUELLE DES MOTARDS;500;Quelques fois par mois;4000;CB;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;TECHNICIEN SERVICE APRES VENTE;Employé;False
En couple sans enfant;Homme;2;1;0;25;40-49 ans;2002;AMV (ASSURANCE MOTO VERTE);650;Quelques fois par mois;2000;SV-N;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Ingénieur en R&D;Cadre;False
Seul(e) sans enfant;Homme;1;6;0;60;60-69 ans;2017;MUTUELLE DES MOTARDS;850;Quelques fois par semaine;10000;MT-09 TRACER (FULL);YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Enseignant;Retraité;False
En couple avec enfant(s);Homme;3;1;1;95;50-59 ans;2008;MAAF;650;Tous les jours;5000;BANDIT-S IE;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;650;technicien be;Profession intermédiaire;False
Seul(e) sans enfant;Femme;1;2;0;24;50-59 ans;2014;MUTUELLE DES MOTARDS;800;Tous les jours;20000;TIGER ABS;TRIUMPH;Roadster;Parking privé clos;Pour les trajets domicile travail;;Responsable ADV;Employé;False
En couple avec enfant(s);Homme;3;2;1;6;50-59 ans;2005;MUTUELLE DES MOTARDS;600;Quelques fois par mois;4000;FZ6-S FAZER;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;500;consultant (programmateur);Employé;False
Autre;Homme;3;2;0;42;30-39 ans;2010;MUTUELLE DES MOTARDS;650;Quelques fois par mois;3500;ER-6N;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;750;Conducteur Routier;Employé;False
Seul(e) sans enfant;Homme;1;1;0;60;60-69 ans;2016;MAIF;1200;Quelques fois par mois;10000;TROPHY 3 SE;TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;Retraité;Retraité;False
Seul(e) sans enfant;Homme;1;2;0;97;40-49 ans;2017;AXA;530;Tous les jours;12000;T-MAX ABS;YAMAHA;Scooter;Parking privé non clos;Pour les trajets domicile travail;500;intermittent du spectacle;En recherche demploi;False
En couple avec enfant(s);Homme;3;1;1;72;40-49 ans;2009;ALLIANZ;1000;Quelques fois par mois;5000;GSX-R;SUZUKI;Roadster;Parking privé clos;Pour les loisirs;500;Responsable de site;Cadre;True
En couple sans enfant;Homme;2;1;0;75;50-59 ans;1994;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;4000;K75 ABS;BMW;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;sans emploi;Retraité;False
En couple avec enfant(s);Homme;3;6;1;88;50-59 ans;2013;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;GRISO 8V SPECIAL EDITION;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Analyste Marketing;Employé;False
En couple avec enfant(s);Homme;5;2;3;13;40-49 ans;1998;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;8000;BANDIT;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets professionnels;600;Contrôleur de Sécurité;Cadre;False
Autre;Homme;2;5;0;17;70 et plus;1981;MUTUELLE DES MOTARDS;600;Quelques fois par an;500;XTE;YAMAHA;Trail / Supermotard;Autre;Pour les loisirs;100;Retraité;Retraité;False
En couple avec enfant(s);Homme;4;2;2;60;40-49 ans;1990;AMV (ASSURANCE MOTO VERTE);1000;Quelques fois par semaine;10000;K100RS 16S ABS;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;900;Informaticien;Cadre;False
En couple avec enfant(s);Homme;4;1;2;78;40-49 ans;2007;MUTUELLE DES MOTARDS;650;Tous les jours;10000;BANDIT-S ABS;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;ingénieur;Cadre;False
En couple sans enfant;Homme;2;1;0;6;30-39 ans;2014;MAIF;1000;Tous les jours;5000;Z1000 IE SX TOURER ABS;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1500;ingénieur informatique;Cadre;False
Seul(e) sans enfant;Femme;1;1;0;87;30-39 ans;2005;MUTUELLE DES MOTARDS;500;Quelques fois par mois;3000;CB-F;HONDA;Roadster;Parking privé clos;Pour les loisirs;;infirmière;Profession libérale et artistique;False
En couple avec enfant(s);Homme;3;1;1;38;50-59 ans;1995;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;5000;BANDIT-S;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;fonctionnaire categorie B;Profession intermédiaire;True
En couple sans enfant;Homme;2;4;0;74;50-59 ans;2011;MAAF;1400;Quelques fois par semaine;8000;GTR GRAND TOURER;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1000;moniteur moto- ecole;Employé;False
En couple avec enfant(s);Homme;4;3;2;77;40-49 ans;2007;MAAF;600;Quelques fois par semaine;1000;CB-F S ABS;HONDA;Roadster;Garage collectif;Pour les loisirs;;Militaire;Employé;True
En couple avec enfant(s);Homme;3;7;1;39;50-59 ans;2010;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;10000;XTZ SUPER TENERE FIRST EDITION;YAMAHA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;0;consultant;Profession libérale et artistique;False
En couple avec enfant(s);Homme;4;1;2;13;50-59 ans;2007;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;SPORT;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Informaticien;Cadre;False
En couple avec enfant(s);Homme;3;1;1;59;50-59 ans;2019;MUTUELLE DES MOTARDS;1260;Quelques fois par mois;3500;DIAVEL S;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;250;Consultant en informatique;Cadre;True
En couple avec enfant(s);Homme;3;4;1;31;50-59 ans;2016;MUTUELLE DES MOTARDS;1000;Tous les jours;12000;AFRICA-TWIN DCT;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;300;Directeur technique;Cadre;False
En couple avec enfant(s);Homme;5;2;3;32;50-59 ans;2002;MUTUELLE DES MOTARDS;900;Quelques fois par mois;2000;MONSTER;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;200;Ingénieur TPE;Cadre;False
En couple sans enfant;Homme;2;1;0;93;40-49 ans;2014;MUTUELLE DES MOTARDS;125;Tous les jours;9000;C EVOLUTION (ELECTRIQUE);BMW;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Technicien;Cadre;False
En couple avec enfant(s);Homme;4;1;2;69;30-39 ans;2019;MUTUELLE DES MOTARDS;900;Quelques fois par mois;6000;TRACER 900GT;YAMAHA;Trail / Supermotard;Parking privé clos;Pour les loisirs;100;Ingénieur Consultant;Cadre;False
Autre;Femme;2;3;0;91;60-69 ans;2019;MACIF;821;Quelques fois par mois;15000;MONSTER;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;2500;bibliothécaire;Profession intermédiaire;False
En couple avec enfant(s);Homme;6;1;4;33;50-59 ans;2013;MUTUELLE DES MOTARDS;700;Tous les jours;7500;DEAUVILLE ABS;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;300;inspecteur des douanes;Cadre;False
En couple sans enfant;Homme;2;1;0;91;70 et plus;1993;MAAF;750;Quelques fois par semaine;8000;K75RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;850;électronicien;Retraité;False
En couple sans enfant;Homme;2;2;0;78;70 et plus;2005;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;5000;K1200LT FL;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1500;Retraité / chef dentreprise;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;4;3;2;26;50-59 ans;2006;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;6000;FZ1 FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;125;Technicien en éléctronique;Cadre;False
En couple sans enfant;Homme;2;2;0;57;30-39 ans;1997;MUTUELLE DES MOTARDS;750;Quelques fois par mois;5000;VT SHADOW;HONDA;Custom;Garage individuel (ou box privatif);Pour les loisirs;;co-gérant;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;5;1;3;66;40-49 ans;2006;MAAF;125;Quelques fois par semaine;5000;ROADWIN PACK;DAELIM;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Agent des services techniques;Employé;False
Seul(e) sans enfant;Homme;1;2;0;33;30-39 ans;2006;MATMUT;1000;Quelques fois par mois;2500;RS-V MILLE;APRILIA;Sportive;Garage individuel (ou box privatif);Pour les loisirs;300;technicien testeur;Employé;False
En couple avec enfant(s);Homme;3;1;1;27;50-59 ans;2004;MACIF;1000;Quelques fois par semaine;10000;RS-V MILLE;APRILIA;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;2000;electrotechnicien;Employé;False
En couple avec enfant(s);Homme;5;1;3;69;40-49 ans;2019;MUTUELLE DES MOTARDS;1200;Tous les jours;10000;TIGER XRT;TRIUMPH;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;150;technicien supérieur;Etudiant;False
En couple sans enfant;Homme;2;1;0;14;50-59 ans;1994;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;5000;FZ1 FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;informaticien;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;4;2;2;79;40-49 ans;1984;MUTUELLE DES MOTARDS;500;Quelques fois par an;1000;RDLC;YAMAHA;Sportive;Garage individuel (ou box privatif);Pour les loisirs;800;Ingénieur informatique;Cadre;False
En couple sans enfant;Homme;2;5;0;1;60-69 ans;2007;MUTUELLE DES MOTARDS;900;Tous les jours;10000;TDM ABS;YAMAHA;Trail / Supermotard;Parking privé clos;Pour les loisirs;;retraité;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;57;40-49 ans;2018;AXA;1000;Quelques fois par semaine;7000;Z1000 IE SX TOURER ABS (FULL);KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Informaticien;Cadre;False
En couple avec enfant(s);Homme;4;2;2;83;40-49 ans;2018;AMV (ASSURANCE MOTO VERTE);1200;Quelques fois par semaine;10000;R1200RS PACK + DYNAMIC (FULL);BMW;Roadster;Parking privé clos;Pour les trajets professionnels;1000;Infirmier libéral;Profession libérale et artistique;True
En couple avec enfant(s);Homme;5;2;3;1;40-49 ans;2005;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;5000;R1200GS ABS;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Directeur de clientèle;Cadre;True
En couple avec enfant(s);Homme;3;1;1;82;60-69 ans;2010;MAAF;1200;Quelques fois par mois;10000;R1200R;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;550;cuisinier;Retraité;False
En couple avec enfant(s);Homme;4;3;2;71;60-69 ans;1996;MACIF;1000;Quelques fois par semaine;3000;GTR;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;150;Electricien;Retraité;True
En couple avec enfant(s);Homme;3;3;1;69;50-59 ans;2012;MUTUELLE DES MOTARDS;700;Tous les jours;13000;NC700XD DUAL CT (38KW);HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;350;agent technique;Employé;True
En couple avec enfant(s);Homme;3;1;1;24;30-39 ans;2005;MACIF;1000;Quelques fois par mois;4000;FZS FAZER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Vendeur;Employé;False
En couple avec enfant(s);Femme;4;1;2;43;50-59 ans;2016;AUTRE;850;Quelques fois par semaine;7000;MT-09 TRACER 2016;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Opticienne /secrétaire comptab;Autre sans activité professionnelle (personne au foyer...);False
En couple sans enfant;Homme;2;4;0;27;60-69 ans;2005;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;8000;R1200ST;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1200;Retraité;Retraité;False
En couple avec enfant(s);Homme;3;3;1;94;50-59 ans;2017;MAAF;1200;Tous les jours;20000;R1200GS ABS (FULL);BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets professionnels;1500;Gérant;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;2;2;0;91;50-59 ans;1979;AUTRE;1300;Quelques fois par an;1500;Z1300;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;150;Mécanicien;Retraité;False
En couple avec enfant(s);Homme;4;3;2;50;50-59 ans;1993;MUTUELLE DES MOTARDS;1500;Tous les jours;11000;GOLDWING;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Agent edf;Profession intermédiaire;False
En couple avec enfant(s);Homme;4;2;2;93;50-59 ans;2015;AMV (ASSURANCE MOTO VERTE);650;Tous les jours;12000;BANDIT ABS;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;Architecte Systeme Reseau Securité;Cadre;False
En couple avec enfant(s);Homme;3;1;1;59;30-39 ans;2011;AXA;600;Quelques fois par semaine;8000;XJ6 DIVERSION;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Aide soignant;Employé;False
Seul(e) sans enfant;Homme;1;1;0;33;40-49 ans;1995;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;2000;CBR1000F DUAL CBS;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;200;aide soignant;Employé;False
En couple avec enfant(s);Homme;4;1;2;93;40-49 ans;2003;MUTUELLE DES MOTARDS;650;Tous les jours;10000;DEAUVILLE;HONDA;Routière / GT;Garage collectif;Pour les trajets domicile travail;;agent des services généraux;Employé;False
En couple sans enfant;Homme;2;1;0;34;60-69 ans;2010;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;"R1200GS ""30 YEARS GS""";BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;0;ex Technicien informatique, ex dir hôtel;Retraité;False
En couple sans enfant;Homme;2;3;0;32;60-69 ans;2002;MUTUELLE DES MOTARDS;944;Quelques fois par an;4000;ST2 (SPORT-TOURING2);DUCATI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;Retraité - Ancien rédacteur te;Retraité;False
En couple sans enfant;Homme;2;3;0;44;60-69 ans;2014;MATMUT;1800;Tous les jours;15000;GOLD WING F6C;HONDA;Custom;Parking privé clos;Pour les trajets domicile travail;3000;Ingénieur;Cadre;False
En couple avec enfant(s);Homme;3;3;1;40;60-69 ans;2013;MACIF;1200;Quelques fois par semaine;10000;NORGE GT 8V;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;800;Comptable retraité;Retraité;False
En couple sans enfant;Homme;2;2;0;12;60-69 ans;2006;MUTUELLE DES MOTARDS;700;Quelques fois par mois;2500;DEAUVILLE ABS;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;Retraité;Retraité;False
En couple avec enfant(s);Homme;4;1;2;47;30-39 ans;2014;MUTUELLE DES MOTARDS;950;Quelques fois par semaine;12000;XV;YAMAHA;Custom;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Comptable;Employé;False
Seul(e) sans enfant;Homme;1;2;0;69;40-49 ans;1991;MUTUELLE DES MOTARDS;750;Quelques fois par mois;2000;GSX-R;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;100;Fonctionnaire;Employé;False
En couple sans enfant;Homme;2;1;0;29;50-59 ans;2012;MACIF;1200;Quelques fois par mois;5000;VFR-F;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;500;INGENIEUR SUPPORT CLIENT;Cadre;True
En couple avec enfant(s);Homme;3;1;1;37;50-59 ans;1996;MUTUELLE DES MOTARDS;900;Quelques fois par semaine;4500;TROPHY;TRIUMPH;Tout terrain (Trial,  Enduro, Cross);Garage individuel (ou box privatif);Pour les trajets domicile travail;500;agent sncf;Employé;True
En couple avec enfant(s);Homme;3;10;1;54;60-69 ans;2012;AUTRE;1200;Quelques fois par semaine;15000;R1200RT PACK;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets professionnels;1000;enseignant de la conduite;Profession libérale et artistique;False
Seul(e) sans enfant;Homme;1;1;0;66;50-59 ans;2019;AMV (ASSURANCE MOTO VERTE);1000;Quelques fois par semaine;2300;Z1000 IE SX TOURER;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;700;photograveur;Employé;False
